Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,비타민C,오메가3,칼슘,루테인,비타민D,밀크씨슬(실리마린),프로바이오틱스(유산균),비타민B,마그네슘,가르시니아,종합비타민,아연,차전자피 식이섬유,미네랄,비타민A,철분,포스파티딜세린,엽산,아르기닌,콘드로이친,코엔자임Q10,콜라겐
1,5,1,1,1,1,1,1,1,1,0.002552,0.000000,1.000000,0.000000,0.630747,0.008296,0.027724,0.000000,0.036201,0.001730,0.033578,0.002513,0.014311,0.339726,0.000000,0.018773,0.048009,0.048659,0.017025,1.000000,0.004634,0.401994
2,1,5,5,5,2,3,4,5,3,0.767738,0.758337,0.025180,0.531781,0.484939,0.727724,1.000000,0.525005,1.000000,0.996211,0.605898,1.000000,1.000000,0.468315,0.404996,0.421516,1.000000,0.552167,0.277438,0.057953,0.630548,0.137457
2,3,4,3,3,3,3,2,3,3,0.532831,0.557543,0.508138,0.518870,0.541244,0.263855,0.521417,0.511587,0.681666,0.488790,0.485607,0.510453,0.544694,0.506892,0.476663,0.388484,0.784591,0.508938,0.270209,0.513243,0.396986,0.542695
2,3,3,3,4,3,2,4,3,3,0.684777,0.477353,0.509350,0.285176,0.645649,0.755081,0.552118,0.414221,0.547208,0.491687,0.567368,0.669591,0.548485,0.546801,0.358597,0.391880,0.525793,0.515534,0.284398,0.535066,0.414240,0.561186
2,4,4,3,2,3,2,3,3,3,0.398831,0.462681,0.785747,0.250673,0.590749,0.523408,0.505502,0.485285,0.659319,0.522025,0.394192,0.365420,0.548506,0.603927,0.379168,0.400151,0.757405,0.510928,0.252890,0.789871,0.392695,0.615695
1,1,1,5,1,5,5,1,1,5,0.363160,0.557892,0.015770,1.000000,0.000000,0.000000,1.000000,0.187952,0.000000,0.086516,0.337748,0.478214,0.555997,0.388148,1.000000,0.530889,0.000000,0.993269,0.049197,0.025488,0.011890,0.602334
4,3,5,3,2,3,3,3,3,3,0.423440,0.571811,0.511855,0.510153,0.423217,0.523771,0.589752,0.841595,0.777335,0.486646,0.578934,0.349808,0.489133,0.531148,0.532426,0.601564,1.000000,0.516363,0.777641,0.545071,0.690918,0.557801
4,3,3,2,4,2,3,2,4,3,0.623189,0.701843,0.537465,0.523051,0.650297,0.231042,0.276134,0.607655,0.636168,0.766816,0.674013,0.569023,0.505603,0.534474,0.401773,0.623860,0.548800,0.552146,0.782117,0.489382,0.785200,0.344325
2,4,4,3,3,3,2,2,3,3,0.575531,0.444103,0.760287,0.262710,0.669756,0.228304,0.546296,0.494254,0.638872,0.498879,0.478090,0.504319,0.548268,0.587793,0.377935,0.437759,0.767613,0.518826,0.265646,0.770679,0.392550,0.604047
4,3,4,3,4,4,3,3,4,3,0.826334,0.658262,0.519056,0.505040,0.691029,0.521866,0.566225,0.783316,0.747543,0.785291,0.766720,0.645872,0.610467,0.708996,0.631071,0.652137,0.764453,0.525468,0.780723,0.529420,0.761038,0.678213
5,5,5,1,5,5,1,1,5,1,0.993856,0.523187,1.000000,0.000000,1.000000,0.012717,0.000000,0.978592,1.000000,1.000000,0.646631,0.531991,0.483765,0.998923,0.493947,0.467991,1.000000,0.000000,0.959901,1.000000,1.000000,0.940145
3,3,3,3,3,3,3,3,3,3,0.562318,0.576612,0.522177,0.532277,0.541993,0.525877,0.558927,0.523067,0.519988,0.529293,0.602708,0.518783,0.517835,0.531308,0.508954,0.516873,0.523699,0.528782,0.515252,0.508210,0.524116,0.524218
3,3,3,3,2,3,3,4,2,3,0.375087,0.430106,0.507111,0.495089,0.425206,0.792510,0.555934,0.517982,0.420681,0.228623,0.498536,0.352615,0.412435,0.425872,0.525988,0.513327,0.508275,0.530972,0.507301,0.491838,0.425065,0.515042
3,3,3,2,3,4,3,2,4,4,0.633119,0.726116,0.531439,0.494322,0.532967,0.241205,0.315085,0.594177,0.642453,0.786872,0.652039,0.413230,0.464310,0.664496,0.651780,0.689075,0.544512,0.775421,0.498858,0.514112,0.618865,0.687162
4,4,1,4,5,4,5,2,4,5,0.950208,0.904513,0.784320,1.000000,0.908771,0.360224,0.758782,0.571372,0.273047,0.774521,0.986670,0.956177,0.813828,0.737056,0.907384,0.900701,0.011111,1.000000,0.772012,0.761788,0.728278,0.807156
3,3,3,4,3,4,5,4,3,2,0.625874,0.698917,0.524250,1.000000,0.511234,0.774816,0.772093,0.573509,0.537516,0.524323,0.454794,0.615237,0.671645,0.606041,0.902575,0.398445,0.547637,0.281159,0.507742,0.492343,0.490908,0.662540
3,3,3,3,4,4,3,3,3,3,0.815203,0.550427,0.506567,0.512191,0.677903,0.510847,0.544650,0.583348,0.513088,0.496722,0.660396,0.667775,0.509843,0.607456,0.628451,0.520368,0.524963,0.549958,0.490981,0.535880,0.528996,0.675986
2,3,4,4,3,5,3,3,3,3,0.777802,0.539347,0.494515,0.525442,0.562651,0.500432,0.799052,0.568191,0.644176,0.548712,0.506581,0.575289,0.656595,0.721962,0.760969,0.406023,0.740077,0.506470,0.267767,0.509616,0.356817,0.816834
3,3,4,5,5,3,4,3,5,4,0.839158,0.918192,0.526415,0.744037,0.795414,0.522194,1.000000,0.628912,0.909882,1.000000,0.839767,0.991961,0.998447,0.710116,0.663984,0.613405,0.767367,0.775353,0.528916,0.549498,0.772304,0.555267
1,1,1,1,5,1,1,1,1,1,0.632087,0.020540,0.000000,0.031063,0.442348,0.023999,0.015311,0.036377,0.000000,0.000000,0.363435,0.589882,0.000000,0.059943,0.033686,0.024847,0.057480,0.036110,0.000000,0.000000,0.000000,0.022381
5,1,5,1,5,1,1,5,1,5,0.642930,0.257929,0.082598,0.007278,0.464212,1.000000,0.045494,0.769349,0.594043,0.025339,0.953758,0.596433,0.059701,0.025472,0.093782,1.000000,0.977389,1.000000,1.000000,0.019247,0.545997,0.050309
3,5,2,2,3,4,2,1,3,5,0.661987,0.585455,0.991651,0.261285,0.778612,0.000000,0.268019,0.470687,0.388463,0.529285,0.684691,0.438875,0.398124,0.798458,0.547916,0.770512,0.290407,1.000000,0.511456,1.000000,0.560797,0.845829
4,3,1,4,5,2,2,1,3,1,0.749655,0.347777,0.472437,0.267578,0.710766,0.000000,0.774441,0.375775,0.186928,0.520301,0.636176,0.943082,0.629335,0.477641,0.347848,0.371476,0.000000,0.001192,0.762328,0.478889,0.581678,0.372427
5,3,3,2,2,2,4,4,2,3,0.309085,0.517924,0.509657,0.752674,0.436036,0.808011,0.309238,0.708301,0.451188,0.193961,0.691828,0.235454,0.290368,0.340986,0.554297,0.738429,0.526321,0.551311,1.000000,0.517378,0.667366,0.351328
3,4,4,4,3,4,4,3,2,2,0.676039,0.423517,0.767919,0.775496,0.685617,0.511019,0.785504,0.654077,0.561293,0.283325,0.468790,0.637272,0.572892,0.582421,0.774989,0.356236,0.783537,0.218211,0.532084,0.753336,0.401058,0.728175
3,2,2,4,3,3,2,3,2,3,0.551213,0.364388,0.288387,0.250642,0.436976,0.537661,0.794996,0.441705,0.262428,0.245502,0.601090,0.627066,0.555694,0.363957,0.373641,0.501502,0.245183,0.527682,0.526023,0.252453,0.376211,0.437350
1,5,1,5,5,5,1,5,5,1,0.969836,0.459726,0.979568,0.021885,1.000000,0.995397,1.000000,0.234711,0.392507,0.965223,0.324752,0.976019,1.000000,1.000000,0.495167,0.006152,0.020090,0.020213,0.004805,0.976523,0.445944,1.000000
4,2,3,4,2,2,2,2,3,3,0.294831,0.462885,0.239393,0.277528,0.317296,0.258330,0.789887,0.583255,0.510603,0.520335,0.564345,0.490268,0.633518,0.377470,0.269735,0.645181,0.508048,0.544590,0.746826,0.249042,0.689170,0.249844
2,4,4,2,3,3,2,3,3,3,0.549474,0.474930,0.772706,0.253864,0.698935,0.552929,0.286758,0.463977,0.672427,0.525603,0.493862,0.423284,0.408088,0.593274,0.386712,0.375613,0.792565,0.505787,0.290177,0.781175,0.375649,0.595010
5,2,2,2,5,4,1,2,1,1,0.911311,0.097978,0.299322,0.056177,0.598068,0.221379,0.295406,0.706910,0.168852,0.055894,0.692787,0.649847,0.156773,0.376286,0.346745,0.488079,0.252512,0.022138,1.000000,0.266737,0.585218,0.502313
3,3,4,4,4,3,3,3,3,2,0.668819,0.518900,0.499677,0.518658,0.662171,0.533936,0.814696,0.599174,0.658663,0.511655,0.570421,0.793538,0.646002,0.498350,0.522062,0.402575,0.745568,0.286890,0.541468,0.534722,0.522824,0.538147
5,1,1,5,1,5,5,1,1,1,0.364152,0.362069,0.064977,1.000000,0.017908,0.026562,1.000000,0.636452,0.000000,0.000000,0.345757,0.426532,0.639931,0.358991,0.999385,0.506162,0.012269,0.000000,0.992024,0.000000,0.533123,0.660502
5,1,5,1,1,1,5,5,5,1,0.029384,0.772675,0.022610,0.965683,0.019856,1.000000,0.011854,0.804328,1.000000,0.950878,0.349315,0.000000,0.437282,0.462377,0.565070,0.488034,1.000000,0.049257,1.000000,0.000000,0.997318,0.054942
1,3,2,3,3,3,2,4,2,3,0.542551,0.362765,0.531046,0.268654,0.518142,0.784067,0.490982,0.220343,0.280120,0.257391,0.396350,0.502214,0.413091,0.433746,0.387642,0.258086,0.291267,0.508962,0.061374,0.518401,0.098239,0.524949
5,1,4,5,3,5,1,1,4,2,0.744857,0.458228,0.000000,0.000000,0.276609,0.020798,0.970764,0.932535,0.800852,0.739997,0.589849,0.715168,0.997869,0.643961,0.468398,0.588068,0.738233,0.251427,1.000000,0.035402,0.914727,0.617451
2,3,4,2,1,3,2,3,3,3,0.281693,0.476857,0.501187,0.261173,0.252487,0.519757,0.247563,0.471066,0.639413,0.569832,0.298449,0.111705,0.415419,0.557923,0.392605,0.408020,0.759628,0.540325,0.333881,0.554346,0.385654,0.509166
3,3,3,3,3,3,3,3,3,3,0.555656,0.573021,0.524954,0.523257,0.563289,0.516194,0.545028,0.514818,0.523148,0.514177,0.595588,0.517457,0.517574,0.536967,0.511739,0.514638,0.515490,0.531788,0.512841,0.511501,0.537525,0.519920
3,4,3,2,4,2,3,3,2,3,0.589193,0.387672,0.756125,0.523040,0.763237,0.560498,0.290250,0.468038,0.412003,0.257766,0.653131,0.557580,0.245941,0.452149,0.452653,0.503981,0.473891,0.508907,0.509235,0.795818,0.390474,0.481561
5,4,4,5,1,3,2,4,5,5,0.199222,0.847040,0.787162,0.338632,0.488100,0.744634,1.000000,0.799702,0.861131,1.000000,0.722371,0.440209,1.000000,0.790178,0.401629,1.000000,0.754035,1.000000,1.000000,0.787075,0.977020,0.597122
3,3,3,2,5,3,4,3,3,2,0.820379,0.592313,0.498915,0.772119,0.768892,0.522970,0.299202,0.522269,0.542202,0.510421,0.651919,0.697224,0.358985,0.517647,0.654320,0.385081,0.532935,0.297266,0.547147,0.540518,0.504380,0.481549
1,3,2,4,4,5,1,2,4,5,0.884394,0.601876,0.509603,0.025298,0.673523,0.271473,0.778105,0.316859,0.450698,0.721830,0.579910,0.729433,0.779278,0.759354,0.445227,0.525267,0.303034,1.000000,0.000000,0.483368,0.390064,0.870443
4,4,2,4,3,3,4,2,2,3,0.535548,0.504272,0.735857,0.780147,0.660965,0.308478,0.833950,0.577489,0.282887,0.268062,0.643615,0.585595,0.593501,0.527709,0.663803,0.632059,0.268192,0.513270,0.726299,0.753673,0.533998,0.622853
3,4,3,2,3,3,3,3,3,3,0.575608,0.553711,0.777386,0.500052,0.695284,0.518515,0.304486,0.510070,0.510662,0.510570,0.583403,0.415222,0.383006,0.584561,0.506971,0.510728,0.504630,0.532929,0.493335,0.767461,0.496718,0.613466
3,3,3,5,3,3,3,5,4,2,0.531561,0.620478,0.517425,0.549648,0.570236,1.000000,1.000000,0.551807,0.613980,0.786305,0.506576,0.730199,0.857449,0.569863,0.500044,0.420288,0.560628,0.281433,0.514941,0.562374,0.619330,0.538102
2,3,3,2,3,3,3,3,3,3,0.555343,0.548534,0.507814,0.532523,0.503409,0.513451,0.290137,0.391886,0.521961,0.534351,0.505641,0.428486,0.367291,0.503468,0.496052,0.412549,0.521582,0.534038,0.280537,0.503716,0.384172,0.538402
3,2,1,3,3,4,4,3,4,2,0.602331,0.628091,0.285575,0.731247,0.428520,0.522933,0.519282,0.405829,0.325132,0.731483,0.489959,0.561122,0.613485,0.564691,0.761479,0.392622,0.000244,0.257161,0.509460,0.295305,0.654051,0.555489
5,5,1,5,1,5,5,5,5,5,0.460293,0.996404,0.978803,1.000000,0.635522,0.983744,1.000000,0.702055,0.402490,0.961456,0.737519,0.485148,1.000000,1.000000,1.000000,1.000000,0.002024,1.000000,1.000000,0.994147,0.975979,1.000000
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,4,4,3,3,2,2,5,2,3,0.462691,0.354493,0.784509,0.291143,0.703329,1.000000,0.550408,0.669417,0.545080,0.224551,0.670778,0.482731,0.436033,0.447837,0.244443,0.655387,0.729752,0.507758,0.729816,0.705016,0.533570,0.479865
3,3,1,3,3,3,3,3,3,4,0.489559,0.601057,0.487639,0.507209,0.550691,0.522250,0.538107,0.372852,0.234579,0.506975,0.632751,0.530169,0.509610,0.529978,0.543862,0.637870,0.018989,0.772686,0.514709,0.500534,0.491102,0.517051
3,3,3,2,3,3,3,2,2,2,0.546166,0.346151,0.507612,0.522834,0.492568,0.241171,0.297773,0.538125,0.404837,0.266758,0.489300,0.383331,0.282702,0.449654,0.518266,0.389189,0.513179,0.299207,0.502656,0.493078,0.404682,0.525274
4,4,3,5,3,3,4,3,4,3,0.576314,0.777978,0.768313,0.788258,0.685449,0.517859,1.000000,0.649746,0.601044,0.754727,0.667216,0.749427,0.917684,0.687107,0.638588,0.640967,0.537231,0.530708,0.781973,0.769352,0.796692,0.575883
3,3,4,3,4,3,3,3,3,3,0.683587,0.571769,0.486021,0.520540,0.658521,0.512211,0.584591,0.617583,0.645478,0.533845,0.682868,0.689063,0.512187,0.522088,0.521380,0.546202,0.776605,0.550676,0.522860,0.539760,0.536941,0.511028
1,1,5,5,1,5,1,1,1,5,0.473649,0.298883,0.009507,0.000000,0.043119,0.000000,1.000000,0.565081,0.625408,0.018287,0.310058,0.479214,0.581197,0.394405,0.481664,0.547979,0.954617,0.968341,0.005679,0.084356,0.062630,0.640591
4,4,3,3,3,3,3,4,2,3,0.576323,0.397357,0.777193,0.514717,0.715760,0.731729,0.564796,0.618988,0.440274,0.271672,0.665179,0.570424,0.413222,0.514284,0.523852,0.637924,0.503165,0.506878,0.752817,0.777280,0.538502,0.623117
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1,4,3,4,3,2,2,2,3,0.731164,0.321747,0.025083,0.283535,0.355620,0.277725,0.487772,0.600805,0.598348,0.278844,0.587210,0.636222,0.367872,0.219726,0.380459,0.559391,0.784012,0.517346,0.500349,0.035757,0.386624,0.344699
5,5,5,1,1,1,1,1,5,1,0.069771,0.489043,1.000000,0.036953,0.459354,0.034534,0.000000,0.723574,0.992962,0.988433,0.396289,0.016551,0.454310,0.692815,0.000000,0.522974,0.926407,0.021891,0.986165,1.000000,1.000000,0.443007
4,4,4,3,3,2,2,3,3,3,0.466430,0.479616,0.786472,0.234082,0.682433,0.507995,0.541176,0.666588,0.659230,0.532964,0.665742,0.528845,0.513817,0.540774,0.269731,0.638161,0.769535,0.516869,0.748578,0.789545,0.662214,0.437204
5,5,5,5,5,1,1,5,5,1,0.655720,0.483401,1.000000,0.044445,1.000000,0.985249,1.000000,0.832789,1.000000,1.000000,0.795186,1.000000,0.981308,0.685021,0.000000,0.511575,1.000000,0.042673,1.000000,0.991973,1.000000,0.442246
5,1,5,5,5,4,3,5,1,4,0.917383,0.339171,0.000000,0.471077,0.478454,1.000000,1.000000,0.983088,0.643339,0.031543,1.000000,0.999640,0.553183,0.297661,0.607021,0.908041,0.957619,0.785512,1.000000,0.000000,0.618571,0.582432
3,3,3,3,3,3,2,3,3,2,0.563725,0.432548,0.506876,0.275010,0.566961,0.521014,0.511461,0.527620,0.533960,0.506245,0.487699,0.551579,0.500428,0.485829,0.381928,0.399809,0.496556,0.256237,0.516762,0.518975,0.511292,0.493062
3,3,4,4,4,3,3,1,3,3,0.721931,0.576882,0.583972,0.522779,0.625830,0.054191,0.753217,0.626883,0.663229,0.551822,0.653596,0.778397,0.666524,0.543341,0.527257,0.545066,0.776603,0.522915,0.521740,0.485592,0.517828,0.512154
3,2,3,3,2,4,3,3,2,2,0.512431,0.339851,0.269059,0.519037,0.270285,0.544404,0.545525,0.573253,0.399606,0.262691,0.383268,0.384235,0.430004,0.414117,0.658428,0.397613,0.510284,0.286621,0.538965,0.248643,0.432566,0.605252
3,3,2,2,3,3,3,3,4,5,0.516397,0.827691,0.479076,0.555979,0.578544,0.543941,0.311946,0.470595,0.519163,0.781998,0.723502,0.400813,0.480185,0.589791,0.513857,0.817257,0.268115,0.991044,0.494647,0.519937,0.627322,0.544465
2,3,3,3,4,2,2,2,2,3,0.584362,0.360237,0.513959,0.276709,0.637120,0.231679,0.541361,0.342917,0.388316,0.254605,0.577635,0.638538,0.415875,0.343254,0.265486,0.361006,0.510650,0.516796,0.280429,0.513862,0.249742,0.341699
3,3,4,2,3,3,4,3,3,2,0.571204,0.543908,0.517601,0.784196,0.554881,0.512410,0.302435,0.617966,0.661791,0.481456,0.457051,0.422226,0.389640,0.517352,0.682244,0.375244,0.748388,0.255434,0.468229,0.513050,0.549954,0.526807
1,1,1,1,1,5,1,5,5,1,0.390313,0.475743,0.033198,0.016824,0.000000,1.000000,0.000000,0.225629,0.425565,1.000000,0.063794,0.000000,0.439211,0.661470,0.471648,0.094463,0.000000,0.038584,0.000000,0.000000,0.507177,0.617766
2,3,3,3,2,3,3,2,3,3,0.346223,0.524436,0.506331,0.502122,0.470642,0.305828,0.544815,0.397914,0.521046,0.495255,0.403295,0.350180,0.502446,0.528691,0.497523,0.377404,0.491920,0.535105,0.300277,0.514460,0.388271,0.511959
2,3,4,3,2,4,4,3,2,2,0.522416,0.418938,0.515634,0.806996,0.412827,0.518117,0.539465,0.556697,0.565540,0.246041,0.288318,0.343203,0.455759,0.508757,0.754645,0.293042,0.757217,0.282177,0.264053,0.510850,0.262027,0.629408
3,5,3,2,3,2,4,4,3,3,0.447881,0.585066,1.000000,0.782441,0.809792,0.802388,0.303060,0.467815,0.497913,0.501755,0.562114,0.449976,0.361905,0.618537,0.489898,0.560146,0.551475,0.562998,0.482758,1.000000,0.504990,0.583719
3,2,3,2,4,4,3,2,4,2,0.826835,0.601250,0.252813,0.522059,0.505024,0.287151,0.273126,0.562541,0.646963,0.787358,0.558980,0.575467,0.461007,0.632283,0.628651,0.326771,0.538804,0.288601,0.537767,0.272817,0.629431,0.548017
1,1,5,5,5,5,5,5,1,1,1.000000,0.283304,0.091288,1.000000,0.419863,1.000000,1.000000,0.525412,0.529820,0.057093,0.377150,1.000000,0.593798,0.372575,0.990872,0.041769,1.000000,0.000000,0.000000,0.051302,0.011082,0.641747
1,1,1,1,1,1,1,1,1,1,0.000000,0.007683,0.010978,0.006265,0.006020,0.000277,0.014359,0.012715,0.004613,0.019565,0.000000,0.000000,0.030071,0.017043,0.006387,0.011583,0.002669,0.023135,0.018916,0.001887,0.010378,0.010797
4,2,3,3,3,3,4,3,3,4,0.587026,0.654881,0.270730,0.770382,0.430167,0.524050,0.492686,0.657894,0.522076,0.532061,0.742199,0.539688,0.545445,0.417526,0.630963,0.764721,0.539151,0.781137,0.775963,0.259653,0.666176,0.426095
4,3,2,3,3,3,1,3,3,2,0.553975,0.358793,0.507034,0.018799,0.536324,0.522525,0.533747,0.564309,0.357676,0.507407,0.560554,0.553967,0.498585,0.523202,0.217258,0.489778,0.246516,0.270467,0.747399,0.547097,0.630805,0.498468
3,3,2,3,3,2,2,5,4,3,0.435554,0.596165,0.526710,0.285118,0.554736,1.000000,0.551914,0.382475,0.508899,0.772344,0.560710,0.473839,0.635866,0.526585,0.307132,0.494516,0.270977,0.552106,0.486930,0.499910,0.628716,0.401182
5,5,5,5,5,5,5,5,5,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,2,4,3,4,4,2,3,4,4,0.823796,0.638065,0.289181,0.269350,0.544443,0.494051,0.546504,0.653108,0.784415,0.778961,0.729870,0.683534,0.653018,0.586787,0.527922,0.654390,0.763588,0.764465,0.520363,0.271107,0.625676,0.567517
3,4,4,3,3,3,4,4,4,1,0.513996,0.633627,0.797869,0.765932,0.684931,0.778006,0.563473,0.591600,0.778048,0.784320,0.421638,0.521628,0.642344,0.651263,0.684889,0.287961,0.758835,0.000000,0.475346,0.768977,0.627198,0.621436
1,3,5,2,5,3,3,3,3,3,0.820204,0.596333,0.491739,0.558124,0.755418,0.578373,0.265734,0.468106,0.794098,0.546550,0.523857,0.730913,0.396792,0.543224,0.563131,0.265798,1.000000,0.547489,0.011563,0.520351,0.255443,0.545176
5,1,5,1,5,1,5,1,5,1,0.610894,0.786441,0.000000,1.000000,0.494136,0.037024,0.000000,0.760954,1.000000,0.996934,0.658911,0.554718,0.418592,0.343937,0.588516,0.457164,1.000000,0.093125,0.969682,0.033095,0.948536,0.000000
2,4,3,3,3,2,3,3,4,3,0.452747,0.648117,0.759078,0.523700,0.694617,0.534870,0.574489,0.354401,0.637118,0.772960,0.473220,0.508149,0.613534,0.591993,0.384172,0.406092,0.539993,0.545487,0.272394,0.754106,0.501333,0.499963
2,3,2,2,3,4,3,3,2,2,0.624111,0.357257,0.526036,0.518779,0.537096,0.528804,0.276177,0.376725,0.308722,0.272972,0.365289,0.368557,0.265952,0.540478,0.636326,0.253216,0.262403,0.264364,0.258146,0.499471,0.256175,0.674408
1,3,3,2,2,4,3,3,5,4,0.462909,0.820621,0.492577,0.541434,0.492987,0.529376,0.283271,0.330017,0.731573,1.000000,0.390361,0.301430,0.601389,0.773257,0.651128,0.393829,0.546958,0.771115,0.029563,0.525678,0.444953,0.676296
1,1,1,1,1,1,1,1,5,1,0.007483,0.492689,0.036390,0.050851,0.046471,0.042331,0.045449,0.000000,0.420715,1.000000,0.027313,0.037082,0.452436,0.351834,0.002493,0.017036,0.062921,0.000000,0.000000,0.078338,0.492449,0.011847
5,1,1,1,5,5,5,5,5,1,1.000000,0.774472,0.000000,0.989922,0.440775,0.985016,0.018984,0.703777,0.456092,1.000000,0.735578,0.584850,0.518644,0.602640,1.000000,0.491265,0.000000,0.054617,0.964681,0.016094,1.000000,0.661386
3,3,2,3,3,4,2,4,3,3,0.628604,0.480351,0.512030,0.295341,0.533732,0.752339,0.530983,0.477198,0.389831,0.509677,0.577554,0.518257,0.482925,0.597950,0.496783,0.536239,0.252615,0.521075,0.517025,0.508281,0.503953,0.667800
4,3,1,4,4,4,2,3,3,3,0.815908,0.480269,0.493962,0.294610,0.646955,0.489883,0.829337,0.524691,0.256193,0.497505,0.768313,0.764143,0.683002,0.630458,0.543253,0.625928,0.015191,0.521283,0.764258,0.524369,0.659607,0.686644
3,2,4,4,3,3,3,4,5,4,0.526656,0.863158,0.330428,0.518760,0.444965,0.781841,0.819348,0.618668,0.899062,1.000000,0.639432,0.647734,0.887289,0.619153,0.523314,0.640705,0.757158,0.785270,0.506210,0.249884,0.775825,0.394918
3,3,3,2,4,1,3,3,3,3,0.467956,0.539425,0.530505,0.506425,0.650049,0.521039,0.313290,0.404539,0.583704,0.520203,0.669321,0.547299,0.349106,0.329034,0.279963,0.528509,0.537459,0.517365,0.484269,0.519737,0.553813,0.199804
3,2,4,3,4,2,4,3,4,2,0.625218,0.679867,0.249209,0.762869,0.508700,0.493784,0.536374,0.547232,0.795281,0.792750,0.602432,0.614564,0.602306,0.467153,0.504144,0.418002,0.797425,0.304669,0.491105,0.290882,0.660143,0.262155
3,3,1,3,2,3,3,2,4,2,0.404167,0.576963,0.534682,0.530851,0.456775,0.263569,0.541829,0.344517,0.335440,0.812506,0.382972,0.410218,0.630814,0.610862,0.519334,0.394978,0.019972,0.282967,0.503671,0.489030,0.654523,0.535800
1,5,5,1,5,5,1,5,5,5,1.000000,0.800741,1.000000,0.074297,1.000000,0.984405,0.000000,0.587463,1.000000,1.000000,0.684110,0.606038,0.410369,1.000000,0.444779,0.588605,1.000000,1.000000,0.041113,0.966811,0.532589,1.000000
4,3,3,4,3,3,3,2,2,3,0.548327,0.422903,0.491407,0.536398,0.578399,0.297719,0.819063,0.619148,0.424877,0.244820,0.650387,0.616429,0.547271,0.432246,0.546877,0.636262,0.526771,0.527947,0.766451,0.507316,0.526848,0.528628
2,3,3,2,4,2,2,3,3,4,0.571263,0.545207,0.511883,0.261583,0.595142,0.527590,0.274654,0.362158,0.528633,0.525708,0.647120,0.556039,0.377947,0.419133,0.254047,0.513464,0.519921,0.764521,0.266677,0.541833,0.379287,0.346154
1,1,1,1,5,1,5,1,5,5,0.586140,0.964186,0.006585,1.000000,0.417258,0.047230,0.102363,0.036452,0.410203,0.996920,0.713404,0.567393,0.456309,0.350612,0.620448,0.562413,0.000000,1.000000,0.000000,0.024603,0.441527,0.041184
3,3,4,4,2,2,3,2,3,4,0.299398,0.590527,0.491344,0.539040,0.437150,0.238474,0.809366,0.608487,0.702566,0.543497,0.572633,0.450745,0.603478,0.435519,0.395642,0.686426,0.772356,0.753082,0.542926,0.524618,0.521065,0.392790
2,3,3,2,4,2,3,2,3,3,0.581841,0.558943,0.527885,0.507677,0.673265,0.292521,0.277414,0.327012,0.512208,0.504805,0.561465,0.560674,0.410061,0.434233,0.386130,0.423994,0.504816,0.502678,0.254008,0.533927,0.389867,0.363006
5,1,1,1,5,5,5,1,1,5,0.974628,0.575172,0.004495,1.000000,0.447623,0.016049,0.006096,0.696448,0.025383,0.066005,0.967273,0.611326,0.000000,0.340293,1.000000,0.966762,0.089217,1.000000,1.000000,0.053006,0.594649,0.639596
2,3,3,2,2,2,3,4,3,3,0.294572,0.528799,0.530167,0.527109,0.463033,0.760754,0.271730,0.377604,0.521617,0.511144,0.370995,0.265115,0.393230,0.454365,0.413221,0.426589,0.526393,0.542431,0.243495,0.518331,0.380935,0.336666
1,1,5,5,5,5,5,5,5,1,0.974947,0.740906,0.009196,0.989113,0.465379,1.000000,1.000000,0.581122,0.950934,1.000000,0.397467,1.000000,1.000000,0.714264,1.000000,0.035310,0.996986,0.030827,0.016701,0.020294,0.466192,0.622247
3,3,3,3,2,4,2,2,3,2,0.513059,0.402088,0.492350,0.258325,0.423812,0.261578,0.531663,0.560847,0.507087,0.534859,0.391277,0.395017,0.507467,0.603340,0.484537,0.373193,0.529598,0.328004,0.547367,0.517080,0.525260,0.659246
3,3,4,3,4,2,2,2,2,2,0.590521,0.356870,0.512488,0.288254,0.610398,0.276501,0.530160,0.581032,0.556201,0.304569,0.570244,0.649279,0.422772,0.333780,0.302145,0.376900,0.733771,0.285662,0.534351,0.534676,0.392322,0.359770
3,2,3,4,3,3,3,3,3,3,0.554412,0.535569,0.277569,0.494335,0.422880,0.528183,0.805425,0.528587,0.519797,0.521975,0.572714,0.613827,0.671578,0.420301,0.513263,0.526214,0.529484,0.517168,0.550814,0.254431,0.537318,0.419555
1,5,1,1,1,5,1,1,5,1,0.342266,0.457277,1.000000,0.000000,0.572003,0.017214,0.044450,0.216775,0.343730,1.000000,0.020024,0.000000,0.410722,1.000000,0.489603,0.004434,0.000000,0.000000,0.000000,0.970483,0.396244,0.953113
